"BehaviorSpace results (NetLogo 5.0RC6)"
"TransportationGraph.nlogo"
"Thriftiness and Urgency - ALL ERP on"
"04/02/2012 12:26:29:166 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-29","29","-22","22"
"[run number]","var-urgent","mid-urgent","var-thrift","mid-thrift","[step]","total-wait-count"
"526","0.6","1","0.6","0.2","100","1293"
"527","0.6","1","0.6","0.5","100","1305"
"528","0.6","1","0.6","1","100","1300"
"529","0.6","1","0.7000000000000001","0.2","100","1284"
"530","0.6","1","0.7000000000000001","0.5","100","1295"
"531","0.6","1","0.7000000000000001","1","100","1281"
"532","0.6","1","0.8","0.2","100","1322"
"533","0.6","1","0.8","0.5","100","1284"
"534","0.6","1","0.8","1","100","1288"
"536","0.6","1","0.9","0.5","100","1287"
"535","0.6","1","0.9","0.2","100","1289"
"537","0.6","1","0.9","1","100","1322"
"538","0.6","1","1","0.2","100","1271"
"539","0.6","1","1","0.5","100","1301"
"540","0.6","1","1","1","100","1283"
"541","0.7000000000000001","0.2","0.1","0.2","100","1291"
"542","0.7000000000000001","0.2","0.1","0.5","100","1285"
"543","0.7000000000000001","0.2","0.1","1","100","1295"
"545","0.7000000000000001","0.2","0.2","0.5","100","1308"
"544","0.7000000000000001","0.2","0.2","0.2","100","1313"
"546","0.7000000000000001","0.2","0.2","1","100","1295"
"547","0.7000000000000001","0.2","0.30000000000000004","0.2","100","1287"
"548","0.7000000000000001","0.2","0.30000000000000004","0.5","100","1276"
"549","0.7000000000000001","0.2","0.30000000000000004","1","100","1287"
"550","0.7000000000000001","0.2","0.4","0.2","100","1287"
"551","0.7000000000000001","0.2","0.4","0.5","100","1279"
"552","0.7000000000000001","0.2","0.4","1","100","1282"
"554","0.7000000000000001","0.2","0.5","0.5","100","1285"
"553","0.7000000000000001","0.2","0.5","0.2","100","1286"
"555","0.7000000000000001","0.2","0.5","1","100","1273"
"556","0.7000000000000001","0.2","0.6","0.2","100","1292"
"557","0.7000000000000001","0.2","0.6","0.5","100","1284"
"558","0.7000000000000001","0.2","0.6","1","100","1289"
"559","0.7000000000000001","0.2","0.7000000000000001","0.2","100","1277"
"560","0.7000000000000001","0.2","0.7000000000000001","0.5","100","1280"
"561","0.7000000000000001","0.2","0.7000000000000001","1","100","1289"
"563","0.7000000000000001","0.2","0.8","0.5","100","1337"
"562","0.7000000000000001","0.2","0.8","0.2","100","1285"
"565","0.7000000000000001","0.2","0.9","0.2","100","1290"
"564","0.7000000000000001","0.2","0.8","1","100","1306"
"567","0.7000000000000001","0.2","0.9","1","100","1300"
"566","0.7000000000000001","0.2","0.9","0.5","100","1294"
"568","0.7000000000000001","0.2","1","0.2","100","1286"
"569","0.7000000000000001","0.2","1","0.5","100","1282"
"570","0.7000000000000001","0.2","1","1","100","1275"
"571","0.7000000000000001","0.5","0.1","0.2","100","1314"
"572","0.7000000000000001","0.5","0.1","0.5","100","1292"
"573","0.7000000000000001","0.5","0.1","1","100","1296"
"574","0.7000000000000001","0.5","0.2","0.2","100","1303"
"575","0.7000000000000001","0.5","0.2","0.5","100","1292"
"576","0.7000000000000001","0.5","0.2","1","100","1288"
"577","0.7000000000000001","0.5","0.30000000000000004","0.2","100","1296"
"578","0.7000000000000001","0.5","0.30000000000000004","0.5","100","1298"
"579","0.7000000000000001","0.5","0.30000000000000004","1","100","1285"
"580","0.7000000000000001","0.5","0.4","0.2","100","1275"
"581","0.7000000000000001","0.5","0.4","0.5","100","1294"
"582","0.7000000000000001","0.5","0.4","1","100","1291"
"583","0.7000000000000001","0.5","0.5","0.2","100","1289"
"584","0.7000000000000001","0.5","0.5","0.5","100","1297"
"586","0.7000000000000001","0.5","0.6","0.2","100","1274"
"585","0.7000000000000001","0.5","0.5","1","100","1274"
"587","0.7000000000000001","0.5","0.6","0.5","100","1284"
"588","0.7000000000000001","0.5","0.6","1","100","1291"
"589","0.7000000000000001","0.5","0.7000000000000001","0.2","100","1294"
"590","0.7000000000000001","0.5","0.7000000000000001","0.5","100","1287"
"591","0.7000000000000001","0.5","0.7000000000000001","1","100","1294"
"592","0.7000000000000001","0.5","0.8","0.2","100","1270"
"593","0.7000000000000001","0.5","0.8","0.5","100","1295"
"595","0.7000000000000001","0.5","0.9","0.2","100","1300"
"594","0.7000000000000001","0.5","0.8","1","100","1294"
"596","0.7000000000000001","0.5","0.9","0.5","100","1301"
"597","0.7000000000000001","0.5","0.9","1","100","1292"
"598","0.7000000000000001","0.5","1","0.2","100","1295"
"599","0.7000000000000001","0.5","1","0.5","100","1293"
"600","0.7000000000000001","0.5","1","1","100","1287"
"601","0.7000000000000001","1","0.1","0.2","100","1287"
"602","0.7000000000000001","1","0.1","0.5","100","1301"
"603","0.7000000000000001","1","0.1","1","100","1280"
"604","0.7000000000000001","1","0.2","0.2","100","1287"
"605","0.7000000000000001","1","0.2","0.5","100","1308"
"606","0.7000000000000001","1","0.2","1","100","1291"
"608","0.7000000000000001","1","0.30000000000000004","0.5","100","1302"
"607","0.7000000000000001","1","0.30000000000000004","0.2","100","1307"
"609","0.7000000000000001","1","0.30000000000000004","1","100","1282"
"610","0.7000000000000001","1","0.4","0.2","100","1290"
"611","0.7000000000000001","1","0.4","0.5","100","1282"
"612","0.7000000000000001","1","0.4","1","100","1314"
"613","0.7000000000000001","1","0.5","0.2","100","1286"
"614","0.7000000000000001","1","0.5","0.5","100","1290"
"615","0.7000000000000001","1","0.5","1","100","1292"
"616","0.7000000000000001","1","0.6","0.2","100","1309"
"617","0.7000000000000001","1","0.6","0.5","100","1281"
"618","0.7000000000000001","1","0.6","1","100","1294"
"619","0.7000000000000001","1","0.7000000000000001","0.2","100","1288"
"621","0.7000000000000001","1","0.7000000000000001","1","100","1284"
"620","0.7000000000000001","1","0.7000000000000001","0.5","100","1277"
"622","0.7000000000000001","1","0.8","0.2","100","1286"
"623","0.7000000000000001","1","0.8","0.5","100","1297"
"624","0.7000000000000001","1","0.8","1","100","1280"
"625","0.7000000000000001","1","0.9","0.2","100","1307"
"626","0.7000000000000001","1","0.9","0.5","100","1285"
"627","0.7000000000000001","1","0.9","1","100","1320"
"628","0.7000000000000001","1","1","0.2","100","1293"
"629","0.7000000000000001","1","1","0.5","100","1289"
"630","0.7000000000000001","1","1","1","100","1290"
"632","0.8","0.2","0.1","0.5","100","1283"
"631","0.8","0.2","0.1","0.2","100","1292"
"633","0.8","0.2","0.1","1","100","1293"
"634","0.8","0.2","0.2","0.2","100","1301"
"635","0.8","0.2","0.2","0.5","100","1281"
"636","0.8","0.2","0.2","1","100","1292"
"637","0.8","0.2","0.30000000000000004","0.2","100","1329"
"638","0.8","0.2","0.30000000000000004","0.5","100","1297"
"639","0.8","0.2","0.30000000000000004","1","100","1295"
"640","0.8","0.2","0.4","0.2","100","1286"
"641","0.8","0.2","0.4","0.5","100","1276"
"642","0.8","0.2","0.4","1","100","1286"
"643","0.8","0.2","0.5","0.2","100","1282"
"645","0.8","0.2","0.5","1","100","1284"
"644","0.8","0.2","0.5","0.5","100","1289"
"646","0.8","0.2","0.6","0.2","100","1311"
"647","0.8","0.2","0.6","0.5","100","1291"
"648","0.8","0.2","0.6","1","100","1280"
"650","0.8","0.2","0.7000000000000001","0.5","100","1292"
"649","0.8","0.2","0.7000000000000001","0.2","100","1285"
"651","0.8","0.2","0.7000000000000001","1","100","1325"
"652","0.8","0.2","0.8","0.2","100","1283"
"653","0.8","0.2","0.8","0.5","100","1286"
"654","0.8","0.2","0.8","1","100","1283"
"655","0.8","0.2","0.9","0.2","100","1304"
"656","0.8","0.2","0.9","0.5","100","1281"
"657","0.8","0.2","0.9","1","100","1286"
"658","0.8","0.2","1","0.2","100","1296"
"659","0.8","0.2","1","0.5","100","1313"
"660","0.8","0.2","1","1","100","1293"
"661","0.8","0.5","0.1","0.2","100","1309"
"663","0.8","0.5","0.1","1","100","1269"
"662","0.8","0.5","0.1","0.5","100","1291"
"664","0.8","0.5","0.2","0.2","100","1282"
"665","0.8","0.5","0.2","0.5","100","1284"
"666","0.8","0.5","0.2","1","100","1283"
"667","0.8","0.5","0.30000000000000004","0.2","100","1300"
"668","0.8","0.5","0.30000000000000004","0.5","100","1281"
"669","0.8","0.5","0.30000000000000004","1","100","1286"
"670","0.8","0.5","0.4","0.2","100","1305"
"672","0.8","0.5","0.4","1","100","1284"
"671","0.8","0.5","0.4","0.5","100","1282"
"673","0.8","0.5","0.5","0.2","100","1283"
"674","0.8","0.5","0.5","0.5","100","1273"
"675","0.8","0.5","0.5","1","100","1283"
"676","0.8","0.5","0.6","0.2","100","1292"
"677","0.8","0.5","0.6","0.5","100","1280"
"679","0.8","0.5","0.7000000000000001","0.2","100","1294"
"678","0.8","0.5","0.6","1","100","1299"
"680","0.8","0.5","0.7000000000000001","0.5","100","1294"
"681","0.8","0.5","0.7000000000000001","1","100","1290"
"682","0.8","0.5","0.8","0.2","100","1284"
"683","0.8","0.5","0.8","0.5","100","1285"
"684","0.8","0.5","0.8","1","100","1277"
"685","0.8","0.5","0.9","0.2","100","1321"
"686","0.8","0.5","0.9","0.5","100","1289"
"688","0.8","0.5","1","0.2","100","1291"
"687","0.8","0.5","0.9","1","100","1307"
"689","0.8","0.5","1","0.5","100","1279"
"690","0.8","0.5","1","1","100","1300"
"691","0.8","1","0.1","0.2","100","1303"
"692","0.8","1","0.1","0.5","100","1300"
"693","0.8","1","0.1","1","100","1280"
"695","0.8","1","0.2","0.5","100","1279"
"694","0.8","1","0.2","0.2","100","1296"
"696","0.8","1","0.2","1","100","1280"
"697","0.8","1","0.30000000000000004","0.2","100","1281"
"698","0.8","1","0.30000000000000004","0.5","100","1307"
"699","0.8","1","0.30000000000000004","1","100","1275"
"700","0.8","1","0.4","0.2","100","1287"
"701","0.8","1","0.4","0.5","100","1299"
"702","0.8","1","0.4","1","100","1315"
"703","0.8","1","0.5","0.2","100","1286"
"704","0.8","1","0.5","0.5","100","1291"
"706","0.8","1","0.6","0.2","100","1305"
"705","0.8","1","0.5","1","100","1282"
"707","0.8","1","0.6","0.5","100","1285"
"708","0.8","1","0.6","1","100","1286"
"709","0.8","1","0.7000000000000001","0.2","100","1278"
"710","0.8","1","0.7000000000000001","0.5","100","1267"
"711","0.8","1","0.7000000000000001","1","100","1290"
"712","0.8","1","0.8","0.2","100","1312"
"713","0.8","1","0.8","0.5","100","1306"
"715","0.8","1","0.9","0.2","100","1318"
"714","0.8","1","0.8","1","100","1279"
"716","0.8","1","0.9","0.5","100","1297"
"717","0.8","1","0.9","1","100","1295"
"718","0.8","1","1","0.2","100","1272"
"719","0.8","1","1","0.5","100","1302"
"720","0.8","1","1","1","100","1304"
"721","0.9","0.2","0.1","0.2","100","1298"
"722","0.9","0.2","0.1","0.5","100","1291"
"723","0.9","0.2","0.1","1","100","1282"
"724","0.9","0.2","0.2","0.2","100","1284"
"726","0.9","0.2","0.2","1","100","1277"
"725","0.9","0.2","0.2","0.5","100","1278"
"727","0.9","0.2","0.30000000000000004","0.2","100","1272"
"728","0.9","0.2","0.30000000000000004","0.5","100","1293"
"729","0.9","0.2","0.30000000000000004","1","100","1296"
"730","0.9","0.2","0.4","0.2","100","1292"
"731","0.9","0.2","0.4","0.5","100","1277"
"733","0.9","0.2","0.5","0.2","100","1284"
"732","0.9","0.2","0.4","1","100","1300"
"734","0.9","0.2","0.5","0.5","100","1278"
"735","0.9","0.2","0.5","1","100","1284"
"736","0.9","0.2","0.6","0.2","100","1280"
"737","0.9","0.2","0.6","0.5","100","1289"
"738","0.9","0.2","0.6","1","100","1301"
"739","0.9","0.2","0.7000000000000001","0.2","100","1281"
"740","0.9","0.2","0.7000000000000001","0.5","100","1285"
"742","0.9","0.2","0.8","0.2","100","1298"
"741","0.9","0.2","0.7000000000000001","1","100","1310"
"743","0.9","0.2","0.8","0.5","100","1289"
"744","0.9","0.2","0.8","1","100","1295"
"745","0.9","0.2","0.9","0.2","100","1293"
"746","0.9","0.2","0.9","0.5","100","1284"
"747","0.9","0.2","0.9","1","100","1309"
"748","0.9","0.2","1","0.2","100","1283"
"749","0.9","0.2","1","0.5","100","1309"
"751","0.9","0.5","0.1","0.2","100","1321"
"750","0.9","0.2","1","1","100","1274"
"752","0.9","0.5","0.1","0.5","100","1275"
"753","0.9","0.5","0.1","1","100","1276"
"754","0.9","0.5","0.2","0.2","100","1282"
"755","0.9","0.5","0.2","0.5","100","1281"
"756","0.9","0.5","0.2","1","100","1298"
"757","0.9","0.5","0.30000000000000004","0.2","100","1281"
"758","0.9","0.5","0.30000000000000004","0.5","100","1282"
"759","0.9","0.5","0.30000000000000004","1","100","1272"
"760","0.9","0.5","0.4","0.2","100","1286"
"762","0.9","0.5","0.4","1","100","1317"
"761","0.9","0.5","0.4","0.5","100","1281"
"763","0.9","0.5","0.5","0.2","100","1319"
"764","0.9","0.5","0.5","0.5","100","1305"
"765","0.9","0.5","0.5","1","100","1285"
"766","0.9","0.5","0.6","0.2","100","1287"
"767","0.9","0.5","0.6","0.5","100","1289"
"768","0.9","0.5","0.6","1","100","1286"
"769","0.9","0.5","0.7000000000000001","0.2","100","1279"
"770","0.9","0.5","0.7000000000000001","0.5","100","1292"
"771","0.9","0.5","0.7000000000000001","1","100","1299"
"772","0.9","0.5","0.8","0.2","100","1309"
"773","0.9","0.5","0.8","0.5","100","1279"
"774","0.9","0.5","0.8","1","100","1303"
"775","0.9","0.5","0.9","0.2","100","1285"
"777","0.9","0.5","0.9","1","100","1292"
"776","0.9","0.5","0.9","0.5","100","1271"
"778","0.9","0.5","1","0.2","100","1278"
"779","0.9","0.5","1","0.5","100","1288"
"780","0.9","0.5","1","1","100","1294"
"781","0.9","1","0.1","0.2","100","1302"
"782","0.9","1","0.1","0.5","100","1300"
"783","0.9","1","0.1","1","100","1282"
"784","0.9","1","0.2","0.2","100","1305"
"786","0.9","1","0.2","1","100","1303"
"785","0.9","1","0.2","0.5","100","1294"
"787","0.9","1","0.30000000000000004","0.2","100","1305"
"788","0.9","1","0.30000000000000004","0.5","100","1291"
"789","0.9","1","0.30000000000000004","1","100","1287"
"790","0.9","1","0.4","0.2","100","1283"
"791","0.9","1","0.4","0.5","100","1307"
"792","0.9","1","0.4","1","100","1305"
"793","0.9","1","0.5","0.2","100","1278"
"795","0.9","1","0.5","1","100","1278"
"794","0.9","1","0.5","0.5","100","1281"
"796","0.9","1","0.6","0.2","100","1286"
"797","0.9","1","0.6","0.5","100","1278"
"798","0.9","1","0.6","1","100","1283"
"799","0.9","1","0.7000000000000001","0.2","100","1286"
"800","0.9","1","0.7000000000000001","0.5","100","1291"
"802","0.9","1","0.8","0.2","100","1295"
"801","0.9","1","0.7000000000000001","1","100","1281"
"803","0.9","1","0.8","0.5","100","1296"
"804","0.9","1","0.8","1","100","1304"
"805","0.9","1","0.9","0.2","100","1310"
"806","0.9","1","0.9","0.5","100","1282"
"807","0.9","1","0.9","1","100","1293"
"808","0.9","1","1","0.2","100","1289"
"809","0.9","1","1","0.5","100","1294"
"811","1","0.2","0.1","0.2","100","1302"
"810","0.9","1","1","1","100","1290"
"812","1","0.2","0.1","0.5","100","1292"
"813","1","0.2","0.1","1","100","1268"
"814","1","0.2","0.2","0.2","100","1306"
"815","1","0.2","0.2","0.5","100","1305"
"816","1","0.2","0.2","1","100","1295"
"817","1","0.2","0.30000000000000004","0.2","100","1290"
"818","1","0.2","0.30000000000000004","0.5","100","1281"
"819","1","0.2","0.30000000000000004","1","100","1281"
"820","1","0.2","0.4","0.2","100","1288"
"822","1","0.2","0.4","1","100","1282"
"821","1","0.2","0.4","0.5","100","1299"
"823","1","0.2","0.5","0.2","100","1314"
"824","1","0.2","0.5","0.5","100","1308"
"825","1","0.2","0.5","1","100","1301"
"826","1","0.2","0.6","0.2","100","1295"
"827","1","0.2","0.6","0.5","100","1291"
"828","1","0.2","0.6","1","100","1292"
"829","1","0.2","0.7000000000000001","0.2","100","1279"
"831","1","0.2","0.7000000000000001","1","100","1277"
"830","1","0.2","0.7000000000000001","0.5","100","1284"
"832","1","0.2","0.8","0.2","100","1287"
"833","1","0.2","0.8","0.5","100","1303"
"834","1","0.2","0.8","1","100","1294"
"835","1","0.2","0.9","0.2","100","1298"
"836","1","0.2","0.9","0.5","100","1278"
"837","1","0.2","0.9","1","100","1280"
"838","1","0.2","1","0.2","100","1277"
"840","1","0.2","1","1","100","1300"
"839","1","0.2","1","0.5","100","1310"
"841","1","0.5","0.1","0.2","100","1315"
"842","1","0.5","0.1","0.5","100","1295"
"843","1","0.5","0.1","1","100","1295"
"844","1","0.5","0.2","0.2","100","1309"
"845","1","0.5","0.2","0.5","100","1305"
"846","1","0.5","0.2","1","100","1299"
"847","1","0.5","0.30000000000000004","0.2","100","1310"
"848","1","0.5","0.30000000000000004","0.5","100","1274"
"849","1","0.5","0.30000000000000004","1","100","1291"
"851","1","0.5","0.4","0.5","100","1301"
"850","1","0.5","0.4","0.2","100","1310"
"852","1","0.5","0.4","1","100","1290"
"853","1","0.5","0.5","0.2","100","1290"
"854","1","0.5","0.5","0.5","100","1286"
"855","1","0.5","0.5","1","100","1291"
"856","1","0.5","0.6","0.2","100","1292"
"857","1","0.5","0.6","0.5","100","1297"
"858","1","0.5","0.6","1","100","1277"
"860","1","0.5","0.7000000000000001","0.5","100","1285"
"859","1","0.5","0.7000000000000001","0.2","100","1308"
"861","1","0.5","0.7000000000000001","1","100","1288"
"862","1","0.5","0.8","0.2","100","1288"
"863","1","0.5","0.8","0.5","100","1288"
"864","1","0.5","0.8","1","100","1287"
"865","1","0.5","0.9","0.2","100","1278"
"866","1","0.5","0.9","0.5","100","1280"
"867","1","0.5","0.9","1","100","1276"
"869","1","0.5","1","0.5","100","1282"
"868","1","0.5","1","0.2","100","1279"
"870","1","0.5","1","1","100","1288"
"871","1","1","0.1","0.2","100","1291"
"872","1","1","0.1","0.5","100","1307"
"873","1","1","0.1","1","100","1296"
"874","1","1","0.2","0.2","100","1310"
"875","1","1","0.2","0.5","100","1294"
"876","1","1","0.2","1","100","1286"
"877","1","1","0.30000000000000004","0.2","100","1278"
"878","1","1","0.30000000000000004","0.5","100","1281"
"880","1","1","0.4","0.2","100","1281"
"879","1","1","0.30000000000000004","1","100","1279"
"881","1","1","0.4","0.5","100","1291"
"882","1","1","0.4","1","100","1326"
"883","1","1","0.5","0.2","100","1279"
"885","1","1","0.5","1","100","1286"
"884","1","1","0.5","0.5","100","1308"
"886","1","1","0.6","0.2","100","1304"
"887","1","1","0.6","0.5","100","1284"
"888","1","1","0.6","1","100","1282"
"889","1","1","0.7000000000000001","0.2","100","1297"
"890","1","1","0.7000000000000001","0.5","100","1276"
"892","1","1","0.8","0.2","100","1286"
"891","1","1","0.7000000000000001","1","100","1303"
"893","1","1","0.8","0.5","100","1319"
"894","1","1","0.8","1","100","1309"
"895","1","1","0.9","0.2","100","1280"
"896","1","1","0.9","0.5","100","1311"
"897","1","1","0.9","1","100","1304"
"898","1","1","1","0.2","100","1296"
"899","1","1","1","0.5","100","1311"
"900","1","1","1","1","100","1292"
